participant_id,group,from,to,time_ms,from_category,to_category,from_fallacy_type,to_fallacy_type,from_element_type,to_element_type
participant_1773700583033,control,1-news-sentence-1,(none),31,article_text,other,,,sentence,other
participant_1773700583033,control,(none),1-news-sentence-1,32,other,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,(none),30,article_text,other,,,sentence,other
participant_1773700583033,control,(none),1-news-sentence-1,281,other,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,63,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,94,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-0,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-0,news-content-1,64,paragraph,paragraph,,,other,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,30,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,0-news-sentence-1,95,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,1-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,5-news-sentence-1,92,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,(none),30,article_text,other,,,sentence,other
participant_1773700583033,control,(none),3-news-sentence-1,64,other,article_text,,,other,sentence
participant_1773700583033,control,3-news-sentence-1,0-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,(none),31,article_text,other,,,sentence,other
participant_1773700583033,control,(none),2-news-sentence-1,32,other,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,2-news-sentence-1,32,paragraph,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,0-news-sentence-1,281,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,1-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,157,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,news-content-1,61,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,32,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,0-news-sentence-1,28,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,(none),33,article_text,other,,,sentence,other
participant_1773700583033,control,(none),1-news-sentence-1,33,other,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,(none),32,paragraph,other,,,other,other
participant_1773700583033,control,(none),2-news-sentence-1,33,other,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,29,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,32,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,0-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,0-news-sentence-1,news-content-0,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-0,2-news-sentence-1,32,paragraph,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,2-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,0-news-sentence-1,94,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,news-content-1,32,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,2-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,62,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,2-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-1,94,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,2-news-sentence-1,30,paragraph,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,60,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,0-news-sentence-1,92,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,2-news-sentence-1,60,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,93,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,2-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,0-news-sentence-1,35,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,1-news-sentence-1,26,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,4-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,4-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,29,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-1,63,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-0,32,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-0,news-content-1,123,paragraph,paragraph,,,other,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,32,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,(none),62,article_text,other,,,sentence,other
participant_1773700583033,control,(none),news-content-0,32,other,paragraph,,,other,other
participant_1773700583033,control,news-content-0,news-content-1,62,paragraph,paragraph,,,other,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,30,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,(none),127,article_text,other,,,sentence,other
participant_1773700583033,control,(none),2-news-sentence-1,30,other,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,62,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,72,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,22,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,(none),123,article_text,other,,,sentence,other
participant_1773700583033,control,(none),0-news-sentence-3,65,other,article_text,,,other,sentence
participant_1773700583033,control,0-news-sentence-3,(none),29,article_text,other,,,sentence,other
participant_1773700583033,control,(none),news-content-1,32,other,paragraph,,,other,other
participant_1773700583033,control,news-content-1,2-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,28,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,188,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,0-news-sentence-1,93,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,2-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,94,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,2-news-sentence-1,66,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,0-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,2-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,40,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,23,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,2-news-sentence-1,64,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,29,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,63,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,2-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,0-news-sentence-1,309,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,1-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,2-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,65,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,(none),32,article_text,other,,,sentence,other
participant_1773700583033,control,(none),1-news-sentence-1,30,other,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,34,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,0-news-sentence-1,29,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,1-news-sentence-1,64,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,news-content-0,31,paragraph,paragraph,,,other,other
participant_1773700583033,control,news-content-0,1-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,29,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-1,126,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,30,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,2-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,32,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,3-news-sentence-1,30,paragraph,article_text,,,other,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,0-news-sentence-1,58,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,0-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,news-content-0,32,paragraph,paragraph,,,other,other
participant_1773700583033,control,news-content-0,0-news-sentence-0,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,0-news-sentence-0,(none),30,article_text,other,,,sentence,other
participant_1773700583033,control,(none),3-news-sentence-1,33,other,article_text,,,other,sentence
participant_1773700583033,control,3-news-sentence-1,2-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,news-content-1,63,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,4-news-sentence-1,32,paragraph,article_text,,,other,sentence
participant_1773700583033,control,4-news-sentence-1,5-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,news-content-1,61,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,155,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,(none),32,paragraph,other,,,other,other
participant_1773700583033,control,(none),1-news-sentence-1,32,other,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,5-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,93,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,(none),95,article_text,other,,,sentence,other
participant_1773700583033,control,(none),5-news-sentence-1,61,other,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,(none),33,article_text,other,,,sentence,other
participant_1773700583033,control,(none),3-news-sentence-1,30,other,article_text,,,other,sentence
participant_1773700583033,control,3-news-sentence-1,(none),64,article_text,other,,,sentence,other
participant_1773700583033,control,(none),5-news-sentence-1,32,other,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,6-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,6-news-sentence-1,5-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,6-news-sentence-1,126,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,6-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,news-content-1,63,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,5-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,news-content-1,60,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,6-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,6-news-sentence-1,3-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,94,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,96,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,29,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,2-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,123,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,news-content-1,64,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,5-news-sentence-1,30,paragraph,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,6-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,6-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,6-news-sentence-1,29,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,6-news-sentence-1,3-news-sentence-1,63,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,95,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,2-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,5-news-sentence-1,64,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,2-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,20,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,2-news-sentence-1,27,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,29,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,5-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,7-news-sentence-1,125,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,7-news-sentence-1,5-news-sentence-1,93,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,5-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,5-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,3-news-sentence-1,32,paragraph,article_text,,,other,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,63,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,63,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,1-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,1-news-sentence-2,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-2,1-news-sentence-1,301,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,94,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,4-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,4-news-sentence-1,3-news-sentence-1,60,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,4-news-sentence-1,92,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,4-news-sentence-1,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,4-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,4-news-sentence-1,2-news-sentence-1,33,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,1-news-sentence-1,93,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,93,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,4-news-sentence-1,83,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,4-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,61,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,3-news-sentence-1,30,paragraph,article_text,,,other,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,1-news-sentence-1,34,paragraph,article_text,,,other,sentence
participant_1773700583033,control,1-news-sentence-1,2-news-sentence-1,29,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,3-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,1-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,1-news-sentence-1,3-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,news-content-1,32,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,5-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,(none),33,article_text,other,,,sentence,other
participant_1773700583033,control,(none),5-news-sentence-1,31,other,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,(none),91,article_text,other,,,sentence,other
participant_1773700583033,control,(none),5-news-sentence-1,32,other,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,2-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,2-news-sentence-1,5-news-sentence-1,34,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,29,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,(none),31,article_text,other,,,sentence,other
participant_1773700583033,control,(none),3-news-sentence-1,97,other,article_text,,,other,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,60,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,(none),30,article_text,other,,,sentence,other
participant_1773700583033,control,(none),news-content-1,32,other,paragraph,,,other,other
participant_1773700583033,control,news-content-1,5-news-sentence-1,31,paragraph,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,189,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,5-news-sentence-1,62,paragraph,article_text,,,other,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,253,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,30,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,6-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,6-news-sentence-1,5-news-sentence-1,32,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,94,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773700583033,control,news-content-1,3-news-sentence-1,33,paragraph,article_text,,,other,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,3-news-sentence-1,125,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,3-news-sentence-1,5-news-sentence-1,62,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,5-news-sentence-1,6-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773700583033,control,6-news-sentence-1,news-content-1,33,article_text,paragraph,,,sentence,other
